TITLE NARWHAL
0100 114.8
0010 114.9
1000 115.12
0001 115.22999999999999
1000 115.33999999999999
0100 115.66999999999999
0010 115.76999999999998
0001 115.99
0010 116.1
0100 116.21
1000 116.42999999999999
0001 116.53999999999999
0100 116.63999999999999
0010 116.85999999999999
1000 116.96999999999998
0100 117.07999999999998
0010 117.3
0001 117.50999999999999
0100 117.72999999999999
0010 117.83999999999999
1000 117.94999999999999
0100 118.16
0010 118.38
0001 118.6
1000 119.02999999999999
0010 119.13999999999999
1000 119.24999999999999
0010 119.47
0100 119.58
0010 119.89999999999999
0100 120.11999999999999
0001 120.55999999999999
1000 120.99
0100 121.32
0010 121.41999999999999
0001 121.86
1000 122.08
0100 122.28999999999999
0010 122.61999999999999
0001 122.72999999999999
1000 123.06
0010 123.16
0100 123.38
0001 123.49
1000 123.6
0001 123.71
0010 123.82
0100 124.03
1000 124.36
0001 124.47
0100 124.89999999999999
0010 125.11999999999999
0100 125.34
0001 125.56
0010 125.77
0100 126.1
1000 126.64
0010 126.97
1000 127.07
0100 127.28999999999999
0010 127.51
0001 127.73
1000 127.84
0010 127.94
0100 128.38
0001 128.6
1000 128.80999999999997
0100 129.25
0010 129.47
0001 129.57999999999998
0100 129.67999999999998
0001 129.79
1000 129.89999999999998
0100 130.11999999999998
0010 130.33999999999997
0100 130.45
1000 130.54999999999998
0010 130.99
0100 131.21
0001 131.42000000000002
1000 131.75
0100 131.86
1000 132.08
0100 132.29
0010 132.51
0001 132.73
0010 132.95
0001 133.06
0010 133.16
0001 133.6
0100 134.03
0001 134.47
1000 134.9
0100 135.34
1000 135.77
0100 135.99
0010 136.21
0001 136.64
0100 136.85999999999999
0001 137.07999999999998
0001 137.51
0100 137.73
0010 137.95
1000 138.38
0100 138.60000000000002
1000 138.71
0010 138.81
2000 139.25
3002 139.68
0013 140.12
1001 140.54999999999998
0002 140.99
0003 141.42
1000 141.75
0001 141.85999999999999
1000 142.29
0100 142.73
0010 143.16
0001 143.48999999999998
1000 143.6
0001 144.03
0010 144.47
0100 144.9
1000 145.23
0010 145.34
2000 145.77
3100 147.95000000000002
1000 149.25
0001 149.89999999999998
0100 150.12
0010 150.45
1000 150.56
0100 150.88
1000 150.98999999999998
0010 151.20999999999998
1000 151.42
0001 151.64
0010 151.75
0001 151.86
0100 152.29000000000002
0010 152.51000000000002
1000 152.62
0100 152.73000000000002
1000 152.95000000000002
0001 153.16
0100 153.38
0010 153.49
0100 153.6
0010 153.82
1000 154.03
0001 154.47
0001 154.9
0010 155.23
0100 155.34
1000 155.76999999999998
0001 155.98999999999998
1000 156.1
0100 156.20999999999998
0010 156.42999999999998
0001 156.64
0010 156.85999999999999
0100 157.07999999999998
1000 157.29999999999998
0001 157.40999999999997
1000 157.51
0010 157.73
0100 157.95
0001 158.16
1000 158.38
0100 158.6
0010 158.71
0001 158.81
0100 159.03
0010 159.25
1000 159.47
0100 159.57999999999998
0010 159.69
0001 159.89999999999998
0010 160.11999999999998
0100 160.33999999999997
1000 160.54999999999998
0010 160.98999999999998
1000 161.42
0001 161.86
0020 162.29
0130 162.73
1000 163.16
0001 163.38
0100 163.6
0010 164.03
1000 164.25
0001 164.35999999999999
0010 164.47
0100 164.89999999999998
0100 165.12
0010 165.23000000000002
0001 165.34
0100 165.77
0010 165.99
1000 166.21
1000 166.64000000000001
1000 166.86
0100 167.07999999999998
0010 167.51
0010 167.73
0002 167.95
0003 168.38
2020 168.82
3030 172.07999999999998
0002 172.51
0013 173.38
0100 173.82
0010 174.24999999999997
0002 174.8
0230 175.77
0320 188.82
2030 203.6
0330 219.79999999999998
0220 221.64
0330 223.38
2020 223.82
3030 224.69
0202 229.47
0303 231.42999999999998
2100 231.85999999999999
3100 232.95
0100 233.6
0100 234.03
0020 234.46999999999997
0031 235.33999999999997
0200 235.76999999999998
0320 237.07999999999998
2030 237.51
3001 237.95
0010 238.6
0100 238.82
1000 239.24999999999997
0010 239.46999999999997
0100 239.89999999999998
2000 240.34
3200 245.12
2300 248.81999999999996
3002 250.54999999999998
0203 250.98999999999998
0320 251.86999999999998
1030 252.73
0001 253.15999999999997
1000 253.6
0100 254.03
1000 254.47
0010 254.9
0100 255.34
0001 255.76999999999998
0200 256.21
0301 257.51
0001 257.95
0001 258.38
1000 258.82
0100 259.25
0010 259.69
0100 260.12
0100 260.56
0010 260.99
0100 261.43
1000 261.75
0001 261.86
0001 262.29
0010 262.73
0100 263.15999999999997
1000 263.59999999999997
0010 264.46999999999997
0100 264.9
0001 265.34
1000 265.77
1000 266.21
0200 266.64
0310 268.38
0001 270.12
1000 270.98999999999995
0001 271.41999999999996
1000 271.85999999999996
0010 272.28999999999996
0100 272.72999999999996
0001 273.59999999999997
0010 274.03
0100 274.46999999999997
1000 274.9
0001 275.12
0100 275.34
0010 275.77
1000 275.88
0100 276.1
0010 276.21
0100 276.64000000000004
1000 278.38
0001 278.82
0100 279.25
0010 280.12
0010 280.34
1000 280.56
0100 280.99
0010 281.64
0001 281.86
0001 282.73
0100 283.16
0010 283.6
0100 284.03000000000003
0001 284.46999999999997
0010 284.9
0010 285.34
0001 285.77
0100 286.21
0001 286.64
0001 287.08
1000 287.51
1000 288.38
1000 288.81
0100 289.25
0010 290.12
0010 290.55
0001 290.99
0001 291.85999999999996
0100 292.28999999999996
0010 292.72999999999996
0010 293.15999999999997
0010 293.59999999999997
1000 294.03
0100 294.46999999999997
1000 294.9
0001 295.34
0100 296.21
0010 296.64
1001 297.51
0001 304.47
0010 304.90000000000003
0001 305.34
0010 305.77
0100 306.21
1000 306.41999999999996
0100 306.64
0010 307.07
0001 307.51
1000 307.72999999999996
0010 307.84
1000 307.94
0001 308.15999999999997
0100 308.38
0001 308.59999999999997
0100 308.71
0001 308.81
1000 309.03
0010 309.14
1000 309.25
0010 309.47
1000 309.58
0010 309.68
0100 309.9
0001 310.12
0100 310.34000000000003
0001 310.45
0100 310.55
0100 310.77
0010 310.88
0100 310.99
0001 311.21
0010 311.31999999999994
0001 311.41999999999996
0010 311.64
0100 311.74999999999994
0010 311.85999999999996
0100 312.08
1000 312.18999999999994
0100 312.28999999999996
1000 312.51
0001 312.72999999999996
0100 312.95
0010 313.15999999999997
0010 313.38
0001 313.48999999999995
1000 313.59999999999997
1000 313.82
0100 313.93
0010 314.03
0010 314.25
0001 314.35999999999996
1000 314.46999999999997
0001 314.69
1000 314.79999999999995
0001 314.9
1000 315.12
0100 315.23
1000 315.34
0001 315.56
0100 315.77
0010 315.99
0100 316.1
0020 316.21
1030 316.64
0001 316.86
0010 317.08
0100 317.51
0100 317.73
0001 317.95
2000 318.38
3010 318.82
0200 319.24999999999994
0301 319.67999999999995
0010 320.11999999999995
0100 320.34
1000 320.54999999999995
0010 320.99
0100 321.21
0010 321.41999999999996
1000 321.75
0001 321.86
1000 322.08
1001 322.28999999999996
1001 322.73
0001 323.16
0010 323.49
0100 323.6
1000 324.03000000000003
0010 324.36
0100 324.47
0010 324.9
0010 325.34
1000 325.77
1000 326.2
0200 326.64
0320 327.07
0032 327.51
0203 327.94
